payment_type,payment_txn_id,payment_txn_success,failure_reason
Internet Banking,51432,N,Invalid CVV
Card,76571,N,Invalid Card
Card,81267,Y, 
Internet Banking,99168,Y, 
UPI,71282,Y, 
Card,75854,Y, 
Wallet,12249,Y, 
Wallet,90703,N,Invalid Internet Banking Account
Card,16114,Y, 
Internet Banking,86361,Y, 
UPI,66256,Y, 
UPI,55216,Y, 
Card,48043,N,Invalid CVV
Wallet,74411,N,Invalid UPI Account
UPI,76856,Y, 
UPI,43592,Y, 
Card,35092,Y, 
Card,28977,N,Invalid CVV
Wallet,53829,Y, 
Wallet,76177,Y, 
Internet Banking,46230,N,Invalid CVV
UPI,82005,N,Invalid Card
Card,57921,Y, 
Wallet,21245,N,Invalid Card
Wallet,59765,N,Invalid UPI Account
Wallet,96700,Y, 
UPI,57204,Y, 
Internet Banking,80064,N,Invalid Card
Internet Banking,81668,N,Invalid UPI Account
Card,93997,N,Invalid Internet Banking Account
UPI,18095,Y, 
UPI,92517,N,Invalid Card
Card,80359,Y, 
UPI,11655,N,Invalid UPI Account
UPI,61728,Y, 
Card,37890,Y, 
Card,74114,N,Invalid CVV
UPI,90582,N,Invalid UPI Account
Card,25157,N,Invalid Internet Banking Account
Wallet,55233,N,Invalid Internet Banking Account
Card,32445,N,Invalid Card
UPI,74642,Y, 
Wallet,18090,Y, 
Wallet,38263,Y, 
UPI,99381,N,Invalid UPI Account
Wallet,45593,Y, 
Card,31424,N,Invalid CVV
Card,78238,Y, 
Wallet,55123,N,Invalid UPI Account
UPI,32612,Y, 
Card,77442,N,Invalid Card
Wallet,81383,N,Invalid Internet Banking Account
Internet Banking,53368,N,Invalid Card
Internet Banking,43955,Y, 
Card,49891,Y, 
Wallet,53006,Y, 
Wallet,86793,N,Invalid CVV
Card,77669,N,Invalid Card
Internet Banking,39719,N,Invalid Card
Internet Banking,18079,N,Invalid Internet Banking Account
Internet Banking,78030,Y, 
Wallet,42699,Y, 
UPI,60680,Y, 
Wallet,64251,Y, 
Internet Banking,55812,Y, 
Card,33371,N,Invalid UPI Account
Internet Banking,43267,N,Invalid Internet Banking Account
Wallet,57924,Y, 
Wallet,83529,N,Invalid Internet Banking Account
Wallet,60379,Y, 
Internet Banking,88477,Y, 
UPI,91794,Y, 
Card,56873,N,Invalid Card
Internet Banking,99817,Y, 
UPI,10164,N,Invalid CVV
Wallet,49736,Y, 
Card,86278,Y, 
Card,94639,N,Invalid UPI Account
Internet Banking,69904,N,Invalid Internet Banking Account
UPI,49039,N,Invalid Internet Banking Account
Wallet,13219,N,Invalid Internet Banking Account
Card,31398,N,Invalid Card
Internet Banking,35292,N,Invalid UPI Account
Wallet,65062,Y, 
Card,94778,N,Invalid CVV
Card,60424,Y, 
Internet Banking,24858,N,Invalid Card
Card,24454,N,Invalid UPI Account
Card,58722,Y, 
Wallet,97532,N,Invalid Card
UPI,54592,N,Invalid CVV
Card,73799,N,Invalid UPI Account
UPI,19132,Y, 
Internet Banking,39494,Y, 
Card,83696,N,Invalid Card
Card,19734,Y, 
Internet Banking,34747,Y, 
Wallet,22902,N,Invalid Internet Banking Account
Wallet,40230,N,Invalid CVV
UPI,65409,Y, 
Internet Banking,16488,N,Invalid CVV
UPI,28783,Y, 
Internet Banking,13128,N,Invalid CVV
Wallet,69185,N,Invalid CVV
Card,51875,Y, 
Internet Banking,71253,N,Invalid UPI Account
Internet Banking,86163,N,Invalid UPI Account
Internet Banking,90339,N,Invalid UPI Account
Internet Banking,90733,Y, 
Card,56045,N,Invalid UPI Account
Internet Banking,15915,N,Invalid CVV
UPI,99554,N,Invalid UPI Account
Wallet,80777,N,Invalid UPI Account
UPI,99586,N,Invalid Internet Banking Account
Internet Banking,26751,N,Invalid CVV
Card,78354,Y, 
Card,18704,N,Invalid Card
Internet Banking,18339,Y, 
UPI,72203,Y, 
Card,78724,Y, 
UPI,35433,Y, 
Wallet,88553,Y, 
Card,53232,Y, 
UPI,58844,N,Invalid UPI Account
UPI,50997,N,Invalid CVV
Card,64123,Y, 
Wallet,92196,N,Invalid UPI Account
Internet Banking,61423,N,Invalid UPI Account
Internet Banking,99441,N,Invalid Internet Banking Account
UPI,22908,N,Invalid CVV
UPI,40453,N,Invalid Card
Wallet,64990,Y, 
Card,55414,Y, 
Internet Banking,12688,Y, 
UPI,22121,Y, 
Internet Banking,40316,N,Invalid UPI Account
Card,75690,Y, 
UPI,84568,N,Invalid Internet Banking Account
Wallet,34527,N,Invalid UPI Account
Internet Banking,34658,N,Invalid CVV
UPI,90956,Y, 
Card,51472,N,Invalid Internet Banking Account
Wallet,76500,Y, 
Internet Banking,29082,Y, 
Wallet,39984,N,Invalid Internet Banking Account
Wallet,98776,N,Invalid UPI Account
Card,76909,N,Invalid Internet Banking Account
Wallet,90099,Y, 
UPI,71231,N,Invalid Internet Banking Account
Internet Banking,14887,Y, 
UPI,39392,Y, 
Internet Banking,74070,Y, 
Card,56633,Y, 
Card,46384,N,Invalid Card
Card,78662,Y, 
Wallet,72392,N,Invalid CVV
Card,68606,Y, 
UPI,33876,Y, 
Card,56730,Y, 
Wallet,35124,Y, 
Internet Banking,45006,N,Invalid Internet Banking Account
Wallet,99069,N,Invalid UPI Account
Internet Banking,64272,Y, 
Internet Banking,14046,Y, 
Wallet,74337,N,Invalid Card
Card,34967,N,Invalid Card
Wallet,86255,N,Invalid CVV
Card,44904,Y, 
Wallet,95640,Y, 
Card,25194,Y, 
Card,73408,Y, 
Wallet,31769,N,Invalid CVV
Card,48023,Y, 
Wallet,70626,N,Invalid CVV
Internet Banking,40766,N,Invalid Card
Card,51177,N,Invalid Internet Banking Account
Internet Banking,70977,Y, 
Internet Banking,99078,Y, 
Internet Banking,72132,Y, 
UPI,84785,Y, 
Wallet,89780,N,Invalid Card
Card,89651,N,Invalid Card
Wallet,26642,N,Invalid UPI Account
Wallet,35590,N,Invalid Internet Banking Account
Internet Banking,12220,N,Invalid Card
Wallet,40961,N,Invalid Internet Banking Account
UPI,32496,N,Invalid Internet Banking Account
Wallet,58030,N,Invalid CVV
UPI,22962,N,Invalid Internet Banking Account
Card,75738,Y, 
Wallet,52471,Y, 
Card,75600,N,Invalid Internet Banking Account
Card,36584,N,Invalid CVV
UPI,64851,Y, 
Card,43667,N,Invalid Internet Banking Account
Internet Banking,30807,N,Invalid UPI Account
Internet Banking,62849,Y, 
Card,73176,N,Invalid Internet Banking Account
Wallet,16367,Y, 
Card,81646,Y, 
UPI,81390,Y, 
UPI,92342,Y, 
UPI,83903,Y, 
Wallet,57235,Y, 
Internet Banking,84302,N,Invalid Card
Card,84760,Y, 
Card,28112,Y, 
UPI,14437,N,Invalid UPI Account
Internet Banking,56903,Y, 
Internet Banking,43493,N,Invalid CVV
UPI,98128,Y, 
Internet Banking,92914,N,Invalid CVV
Internet Banking,13669,Y, 
UPI,63634,N,Invalid Internet Banking Account
Card,51638,Y, 
Card,26730,N,Invalid Card
Card,67650,N,Invalid Internet Banking Account
UPI,72913,N,Invalid Internet Banking Account
Wallet,22047,Y, 
UPI,43571,N,Invalid Internet Banking Account
Card,81718,Y, 
Wallet,25059,N,Invalid UPI Account
Card,44270,Y, 
Card,37839,Y, 
Internet Banking,56246,N,Invalid Internet Banking Account
Card,99616,N,Invalid UPI Account
Internet Banking,22041,N,Invalid UPI Account
Card,89066,Y, 
Internet Banking,23414,Y, 
Card,19857,Y, 
UPI,63138,N,Invalid Internet Banking Account
UPI,73427,N,Invalid CVV
UPI,76344,N,Invalid CVV
UPI,97487,Y, 
UPI,95289,Y, 
UPI,91104,N,Invalid CVV
Card,32238,Y, 
UPI,73438,Y, 
Internet Banking,56878,Y, 
UPI,26586,Y, 
Wallet,51002,N,Invalid Card
Wallet,45511,Y, 
Internet Banking,99242,N,Invalid Card
Wallet,88975,Y, 
Internet Banking,23989,Y, 
Card,62204,N,Invalid UPI Account
Wallet,63595,Y, 
Wallet,83461,N,Invalid UPI Account
Internet Banking,90078,Y, 
Card,76839,N,Invalid UPI Account
Card,17092,N,Invalid UPI Account
Wallet,24911,N,Invalid UPI Account
UPI,55810,N,Invalid Card
UPI,87357,N,Invalid CVV
Internet Banking,30010,N,Invalid CVV
UPI,39727,Y, 
Wallet,40200,Y, 
Card,89723,N,Invalid Card
Wallet,55485,N,Invalid Internet Banking Account
Wallet,84416,Y, 
Wallet,40508,Y, 
UPI,66654,Y, 
Internet Banking,71171,Y, 
Card,56438,Y, 
Card,64738,Y, 
UPI,31174,Y, 
Internet Banking,34480,Y, 
Card,68972,Y, 
Internet Banking,21544,Y, 
Card,70388,Y, 
Card,76831,N,Invalid UPI Account
Wallet,64466,N,Invalid Card
Internet Banking,49073,Y, 
Card,51764,Y, 
Wallet,72822,N,Invalid Internet Banking Account
Internet Banking,39317,N,Invalid CVV
Wallet,42745,N,Invalid Internet Banking Account
UPI,33088,Y, 
Card,41924,Y, 
Wallet,36403,Y, 
Wallet,96802,Y, 
Internet Banking,61845,Y, 
Internet Banking,96668,N,Invalid Internet Banking Account
Wallet,51753,Y, 
Card,36634,Y, 
UPI,15141,N,Invalid Internet Banking Account
Card,20838,Y, 
Internet Banking,94445,Y, 
Wallet,81146,Y, 
UPI,73524,N,Invalid CVV
Internet Banking,64386,Y, 
Wallet,44058,N,Invalid UPI Account
Wallet,56301,N,Invalid Internet Banking Account
Wallet,31305,Y, 
Card,83770,Y, 
UPI,39654,Y, 
Wallet,32969,Y, 
Internet Banking,42371,N,Invalid UPI Account
UPI,64802,Y, 
Wallet,86950,N,Invalid Card
Internet Banking,79540,N,Invalid Card
Internet Banking,18899,Y, 
Wallet,54537,Y, 
Wallet,88984,N,Invalid Card
Wallet,46760,N,Invalid Internet Banking Account
Card,19931,Y, 
Wallet,23225,Y, 
Wallet,22160,N,Invalid Internet Banking Account
Card,81587,Y, 
Internet Banking,40203,Y, 
Wallet,88356,Y, 
Wallet,79724,Y, 
Card,59143,N,Invalid Card
Wallet,61973,N,Invalid Internet Banking Account
Wallet,20626,N,Invalid CVV
UPI,70200,N,Invalid UPI Account
Internet Banking,15552,N,Invalid Internet Banking Account
Wallet,86829,Y, 
Internet Banking,93914,N,Invalid CVV
Wallet,73113,N,Invalid CVV
Card,61103,Y, 
Card,25967,Y, 
Internet Banking,23676,N,Invalid CVV
Card,16184,N,Invalid Card
Wallet,86178,Y, 
Card,41484,N,Invalid Card
Internet Banking,21474,N,Invalid Card
UPI,17608,N,Invalid CVV
Wallet,35818,N,Invalid Internet Banking Account
UPI,48234,Y, 
Internet Banking,90533,N,Invalid CVV
Card,94711,Y, 
Wallet,49564,Y, 
Card,34706,Y, 
Wallet,22867,Y, 
Internet Banking,57425,Y, 
UPI,49299,Y, 
Wallet,99479,Y, 
UPI,56560,N,Invalid Internet Banking Account
Card,97316,Y, 
Internet Banking,69773,N,Invalid UPI Account
UPI,13518,Y, 
Wallet,90842,N,Invalid Card
Wallet,41692,Y, 
Wallet,61916,Y, 
Wallet,29995,Y, 
Internet Banking,77023,Y, 
Card,26914,Y, 
UPI,18080,N,Invalid CVV
Card,17412,Y, 
Internet Banking,40175,Y, 
Internet Banking,17698,Y, 
UPI,52690,Y, 
Wallet,78762,Y, 
Card,18787,Y, 
Card,27931,N,Invalid UPI Account
Internet Banking,59240,N,Invalid Internet Banking Account
Internet Banking,95371,N,Invalid UPI Account
UPI,12368,Y, 
Card,79456,N,Invalid UPI Account
Card,36458,N,Invalid Internet Banking Account
Internet Banking,17049,N,Invalid CVV
Card,13274,N,Invalid UPI Account
Internet Banking,32658,N,Invalid Card
UPI,36713,Y, 
UPI,81433,Y, 
Card,32799,N,Invalid Internet Banking Account
Card,44934,Y, 
Card,75182,Y, 
Wallet,51474,N,Invalid CVV
Internet Banking,78005,Y, 
Card,73344,Y, 
Card,93138,N,Invalid UPI Account
Card,43453,N,Invalid Card
Card,90001,N,Invalid Internet Banking Account
Wallet,34552,Y, 
Wallet,79867,Y, 
Card,19105,N,Invalid UPI Account
Wallet,42541,Y, 
UPI,47396,Y, 
Card,41498,Y, 
Card,55945,Y, 
Card,97131,N,Invalid CVV
Internet Banking,98910,Y, 
UPI,59431,N,Invalid Card
Wallet,69341,N,Invalid Card
Wallet,89016,Y, 
Wallet,58254,Y, 
UPI,62481,N,Invalid CVV
UPI,24770,Y, 
Internet Banking,51381,N,Invalid Internet Banking Account
Card,82473,Y, 
Card,91821,N,Invalid UPI Account
Wallet,77860,N,Invalid Internet Banking Account
Internet Banking,52397,N,Invalid UPI Account
Internet Banking,93330,N,Invalid Card
UPI,54812,Y, 
Internet Banking,32663,Y, 
Wallet,45845,Y, 
Wallet,18507,N,Invalid CVV
Internet Banking,22402,N,Invalid Card
UPI,85592,N,Invalid CVV
Card,87331,Y, 
Wallet,21006,Y, 
UPI,70040,N,Invalid UPI Account
Card,38963,Y, 
Wallet,25174,Y, 
Card,37247,N,Invalid UPI Account
Wallet,31080,Y, 
Card,20542,Y, 
Card,53870,Y, 
UPI,89520,Y, 
Wallet,10396,Y, 
Internet Banking,28462,Y, 
UPI,52218,Y, 
Card,57684,Y, 
Internet Banking,34886,N,Invalid CVV
UPI,53239,N,Invalid Internet Banking Account
Internet Banking,40307,N,Invalid Card
Card,27424,N,Invalid UPI Account
Wallet,12093,Y, 
Wallet,31965,N,Invalid Card
UPI,10062,Y, 
Internet Banking,77865,N,Invalid Internet Banking Account
Wallet,28621,N,Invalid CVV
Wallet,31660,N,Invalid CVV
UPI,74469,N,Invalid Card
Card,21435,Y, 
Internet Banking,11569,N,Invalid UPI Account
Card,65807,N,Invalid Internet Banking Account
UPI,51856,N,Invalid Internet Banking Account
Wallet,69827,Y, 
UPI,21019,N,Invalid Internet Banking Account
UPI,46176,Y, 
UPI,40213,N,Invalid Internet Banking Account
Wallet,31282,Y, 
Internet Banking,33176,Y, 
Card,86095,Y, 
Wallet,40135,N,Invalid Card
UPI,96482,Y, 
Wallet,29731,Y, 
Wallet,29422,Y, 
Card,30009,N,Invalid UPI Account
UPI,97470,Y, 
Card,88859,Y, 
Wallet,55226,N,Invalid Card
UPI,68488,Y, 
Card,52434,Y, 
Internet Banking,23878,Y, 
UPI,21168,Y, 
Wallet,46772,N,Invalid CVV
Card,87165,N,Invalid UPI Account
Wallet,24964,N,Invalid CVV
Internet Banking,30409,N,Invalid UPI Account
Wallet,46502,Y, 
Card,19440,N,Invalid UPI Account
UPI,38951,N,Invalid UPI Account
UPI,68556,N,Invalid UPI Account
Wallet,98089,Y, 
Wallet,29613,Y, 
UPI,92010,N,Invalid Internet Banking Account
UPI,50294,Y, 
UPI,93103,N,Invalid Internet Banking Account
Internet Banking,38426,Y, 
UPI,22799,N,Invalid UPI Account
Card,83587,N,Invalid UPI Account
Card,96556,N,Invalid UPI Account
Card,56529,Y, 
Card,94544,N,Invalid Internet Banking Account
Internet Banking,69420,N,Invalid Internet Banking Account
Card,32552,Y, 
UPI,70839,N,Invalid Internet Banking Account
UPI,25479,Y, 
UPI,93806,Y, 
UPI,37408,Y, 
UPI,70069,Y, 
UPI,94205,Y, 
Internet Banking,34374,N,Invalid Internet Banking Account
Internet Banking,26909,N,Invalid UPI Account
Wallet,39650,N,Invalid Card
Card,89820,N,Invalid Card
Internet Banking,74477,Y, 
UPI,31624,Y, 
Wallet,60435,Y, 
Wallet,30357,Y, 
Wallet,80252,N,Invalid UPI Account
Card,55985,N,Invalid CVV
UPI,26220,Y, 
Internet Banking,47162,Y, 
Wallet,41220,Y, 
UPI,38271,N,Invalid Card
Internet Banking,61354,Y, 
Card,25593,Y, 
Internet Banking,28778,Y, 
Wallet,94542,N,Invalid UPI Account
Card,45367,N,Invalid CVV
Internet Banking,90065,N,Invalid UPI Account
Card,40613,N,Invalid Internet Banking Account
Card,75776,Y, 
Card,42679,N,Invalid Internet Banking Account
Card,86633,Y, 
UPI,31012,Y, 
Wallet,90588,Y, 
Card,11927,N,Invalid Card
Card,26089,N,Invalid Internet Banking Account
Card,93062,N,Invalid Internet Banking Account
Wallet,29044,N,Invalid CVV
Wallet,67739,N,Invalid Card
Card,16399,N,Invalid CVV
Internet Banking,80132,N,Invalid UPI Account
UPI,17574,Y, 
UPI,43697,Y, 
Wallet,33156,N,Invalid CVV
Wallet,53823,Y, 
Card,41251,N,Invalid Internet Banking Account
Card,80934,Y, 
Card,96185,Y, 
UPI,51912,Y, 
Internet Banking,21909,N,Invalid Card
UPI,76047,N,Invalid Internet Banking Account
Card,29376,Y, 
Wallet,44871,N,Invalid Card
Wallet,11502,Y, 
UPI,79897,Y, 
Wallet,16268,N,Invalid UPI Account
UPI,51862,N,Invalid Internet Banking Account
Wallet,51795,Y, 
Card,43124,N,Invalid UPI Account
Internet Banking,26323,Y, 
Card,39807,Y, 
UPI,14454,Y, 
Card,36071,N,Invalid Card
Card,28007,N,Invalid CVV
UPI,45509,Y, 
Wallet,79857,Y, 
Wallet,62327,Y, 
Card,35870,Y, 
Internet Banking,18574,Y, 
Card,57721,N,Invalid UPI Account
Card,28311,N,Invalid Card
Wallet,77883,Y, 
Card,84143,N,Invalid Card
Wallet,69324,Y, 
Internet Banking,88977,Y, 
Wallet,46219,Y, 
Wallet,45890,N,Invalid CVV
UPI,99665,Y, 
Wallet,98000,N,Invalid Internet Banking Account
Wallet,47320,Y, 
Internet Banking,63606,Y, 
Card,77140,Y, 
UPI,39071,Y, 
Internet Banking,34933,N,Invalid Card
Card,46054,Y, 
Internet Banking,57486,N,Invalid Card
Card,18733,Y, 
Card,37868,Y, 
Card,14122,Y, 
Card,98706,N,Invalid CVV
Internet Banking,24725,Y, 
Card,77504,N,Invalid Card
Wallet,10864,Y, 
Card,94086,Y, 
UPI,54629,N,Invalid CVV
Wallet,38182,Y, 
Internet Banking,68083,Y, 
UPI,53528,N,Invalid CVV
UPI,54634,N,Invalid Internet Banking Account
Card,29027,N,Invalid Card
UPI,26492,Y, 
UPI,81804,N,Invalid Card
Card,58000,Y, 
Internet Banking,26750,Y, 
Wallet,62293,Y, 
Wallet,19048,N,Invalid CVV
Card,78943,N,Invalid CVV
Card,26076,Y, 
Internet Banking,17412,N,Invalid Card
Internet Banking,51167,N,Invalid CVV
UPI,68845,N,Invalid UPI Account
Wallet,80436,N,Invalid UPI Account
UPI,21987,N,Invalid CVV
Internet Banking,67137,Y, 
Wallet,87693,N,Invalid Internet Banking Account
Internet Banking,70853,Y, 
UPI,62279,N,Invalid UPI Account
Wallet,67535,Y, 
Wallet,88094,N,Invalid Card
UPI,21805,N,Invalid CVV
UPI,96273,N,Invalid Card
Card,22394,N,Invalid Internet Banking Account
Wallet,97717,Y, 
UPI,92469,Y, 
Internet Banking,15035,N,Invalid Card
Internet Banking,62526,N,Invalid Internet Banking Account
Card,64237,N,Invalid Card
Card,34434,N,Invalid Internet Banking Account
Internet Banking,43004,N,Invalid CVV
Internet Banking,75231,N,Invalid UPI Account
Internet Banking,26942,N,Invalid Internet Banking Account
Card,60167,Y, 
Wallet,73055,Y, 
UPI,62016,Y, 
Card,69082,N,Invalid Card
Wallet,46783,Y, 
Internet Banking,57837,N,Invalid Internet Banking Account
Card,21214,Y, 
Wallet,53471,N,Invalid Card
UPI,61668,N,Invalid Card
UPI,98315,Y, 
UPI,22085,N,Invalid CVV
Wallet,24088,N,Invalid UPI Account
Card,87730,N,Invalid CVV
Wallet,62347,N,Invalid CVV
UPI,65593,N,Invalid Card
Card,29040,Y, 
UPI,87818,N,Invalid CVV
Card,25151,N,Invalid UPI Account
Card,28800,Y, 
Wallet,31860,Y, 
Internet Banking,64770,N,Invalid CVV
Wallet,26804,N,Invalid UPI Account
UPI,13679,N,Invalid CVV
UPI,79054,N,Invalid UPI Account
Internet Banking,40795,N,Invalid Internet Banking Account
Card,34781,N,Invalid CVV
Card,59771,N,Invalid Card
Internet Banking,53548,Y, 
Card,71574,Y, 
Card,26780,N,Invalid CVV
UPI,35542,N,Invalid Card
Internet Banking,57892,Y, 
Wallet,50650,N,Invalid Card
Wallet,35095,Y, 
Card,16953,N,Invalid UPI Account
Card,33770,Y, 
Card,39728,N,Invalid Card
Card,35592,N,Invalid Internet Banking Account
Internet Banking,20622,N,Invalid UPI Account
Card,81435,Y, 
UPI,29956,Y, 
Card,13038,Y, 
Internet Banking,77372,Y, 
UPI,47682,Y, 
Card,74202,N,Invalid Card
Internet Banking,25636,N,Invalid CVV
Card,48513,Y, 
UPI,59417,Y, 
Card,59674,N,Invalid UPI Account
Wallet,99490,N,Invalid UPI Account
Wallet,26110,N,Invalid Internet Banking Account
Internet Banking,74885,N,Invalid Card
UPI,54043,Y, 
Wallet,47543,Y, 
Card,29275,Y, 
UPI,80160,N,Invalid Card
Wallet,14361,Y, 
UPI,61168,Y, 
Internet Banking,54715,Y, 
Internet Banking,74455,Y, 
Card,46617,N,Invalid CVV
Wallet,63310,N,Invalid CVV
Card,12491,Y, 
Internet Banking,67585,N,Invalid CVV
UPI,82245,Y, 
Internet Banking,19602,N,Invalid UPI Account
Internet Banking,21030,N,Invalid UPI Account
Wallet,55857,Y, 
UPI,72523,Y, 
Card,82490,N,Invalid Internet Banking Account
Wallet,22387,Y, 
Card,32346,N,Invalid CVV
Card,28387,N,Invalid UPI Account
Card,19026,N,Invalid Card
UPI,52798,Y, 
UPI,30047,Y, 
Card,78835,N,Invalid Internet Banking Account
Card,76522,Y, 
Card,19090,N,Invalid Internet Banking Account
Wallet,71648,Y, 
Card,23394,Y, 
Card,42075,Y, 
Wallet,55071,Y, 
Wallet,50809,Y, 
Wallet,48693,N,Invalid Internet Banking Account
Internet Banking,83139,N,Invalid Card
UPI,28086,N,Invalid CVV
Wallet,97371,Y, 
Card,45830,N,Invalid Card
Wallet,82737,Y, 
Wallet,11647,Y, 
Wallet,72058,N,Invalid Card
UPI,14349,Y, 
Card,53804,N,Invalid Internet Banking Account
Wallet,36046,N,Invalid Internet Banking Account
UPI,79395,N,Invalid UPI Account
Card,29114,N,Invalid UPI Account
Internet Banking,29030,Y, 
Card,99789,N,Invalid UPI Account
Wallet,46270,Y, 
Wallet,30971,N,Invalid CVV
Internet Banking,58617,N,Invalid Card
UPI,43295,N,Invalid Internet Banking Account
Card,41098,N,Invalid Internet Banking Account
Wallet,56002,Y, 
Card,49508,N,Invalid Internet Banking Account
Wallet,29689,N,Invalid CVV
UPI,40035,Y, 
UPI,72895,N,Invalid UPI Account
UPI,47645,Y, 
Card,61997,Y, 
Internet Banking,57195,N,Invalid CVV
UPI,38604,Y, 
UPI,59379,Y, 
Card,83561,Y, 
Internet Banking,24519,Y, 
UPI,23820,Y, 
Internet Banking,18701,N,Invalid CVV
Wallet,21987,Y, 
Internet Banking,25736,Y, 
Card,17001,N,Invalid CVV
Internet Banking,19066,N,Invalid UPI Account
Card,50488,Y, 
Internet Banking,21344,Y, 
UPI,92185,Y, 
Card,44259,Y, 
UPI,46382,N,Invalid UPI Account
Card,65201,Y, 
Card,97037,N,Invalid UPI Account
Internet Banking,72383,Y, 
UPI,43239,N,Invalid Card
Internet Banking,24220,N,Invalid Card
Internet Banking,10808,N,Invalid CVV
UPI,29371,Y, 
Wallet,39474,Y, 
Internet Banking,82426,Y, 
Card,32821,Y, 
Wallet,81459,Y, 
Wallet,90802,N,Invalid UPI Account
Internet Banking,35589,N,Invalid Internet Banking Account
Card,74124,Y, 
Wallet,55523,Y, 
Wallet,74944,Y, 
Card,73730,N,Invalid UPI Account
Card,17834,N,Invalid Internet Banking Account
Wallet,82806,N,Invalid CVV
UPI,58744,Y, 
Wallet,14090,N,Invalid UPI Account
Internet Banking,76718,Y, 
Card,94351,N,Invalid CVV
Card,85808,Y, 
Internet Banking,35439,Y, 
